student_id,student_name,age,gender,country,state,education_level,employment_status,industry,years_of_experience,course_name,course_category,course_fee,engagement_score,progress_percent,enrollment_date,last_active_date,assignment_submission_rate,attendance_rate,satisfaction_rating,dropout_probability,dropout_status
72836,"Jenny Stewart",32,Male,USA,Texas,Graduate,Employed,Marketing,2.3,"AI for Business","AI & Data Science",2200,0.71,0,2022-10-01,2025-02-22,0.84,0.64,2,0.37,"Not Likely"
73098,"Girish Sarna",34,Other,India,Delhi,Undergraduate,Student,Marketing,0,"Quantitative Finance with Python",Finance,2250,2.21,5,2024-03-16,2025-01-20,0.51,0.86,2,0.53,"May Leave"
73176,"Ashley White",32,unknown,USA,Texas,Undergraduate,Student,Others,3.4,"AI for Business","AI & Data Science",2250,0.65,0,2024-04-11,2025-03-17,0.99,0.5,1,0.44,"May Leave"
73274,"Nathalie Hentschel MBA.",32,Male,Germany,Bavaria,Diploma,unknown,Marketing,0,"Computer Vision Crash Course","AI & Data Science",2250,0.85,0,2024-11-01,2025-02-06,0.98,0.72,0,0.29,"Not Likely"
73444,"Liam Baral",32,Male,India,Maharashtra,Postgraduate,Employed,Others,0,"Organizational Behavior",HR,1300,0.69,5,2024-06-01,2025-04-25,0.4,0.63,3,0.52,"May Leave"
73640,"Isha Om",30,Female,India,Karnataka,Undergraduate,Unemployed,,0.1,"Project Management Pro",Operations,1750,0.68,1,2022-12-05,2025-04-16,0.35,0.61,3,0.54,"May Leave"
73665,"Matthew Hopkins",32,Male,Australia,Victoria,Postgraduate,Unemployed,Marketing,0,"NLP in Action","AI & Data Science",2400,0.28,99,2024-07-17,0000-00-00,0.41,0.6,4,0.41,"May Leave"
73757,"Anvi Halder",29,Other,India,"Tamil Nadu",Postgraduate,Unemployed,,0,"Operations Strategy",Operations,1400,0.65,0,2023-01-21,2025-03-22,0.8,1,2,0.29,"Not Likely"
73810,"Sean Jordan",32,Female,Australia,Victoria,Postgraduate,Employed,Marketing,5.6,"Investment Banking 101",Finance,2150,0.28,27,2020-12-05,2025-03-15,0.27,0.5,3,0.66,"May Leave"
73845,"Jon Howe",31,unknown,USA,California,Postgraduate,Freelancer,Finance,0,"Growth Hacking",Marketing,1700,0.91,40,2022-09-08,2025-02-14,0.79,0.62,3,0.33,"Not Likely"
74168,"Jason Hunt",39,Other,Australia,Victoria,Graduate,unknown,Education,0,"SEO & Content Strategy",Marketing,1500,0.28,0,2021-08-09,2025-01-27,0.73,0.59,5,0.56,"May Leave"
74359,"Ekanta Sandhu",24,Male,India,"West Bengal",Graduate,unknown,Marketing,0,"Data Science Bootcamp","AI & Data Science",2400,0.62,4,2020-06-08,2025-01-17,0.79,0.42,0,0.61,"May Leave"
74558,"Qadim Pingle",41,Female,India,"Tamil Nadu",unknown,Student,IT,9.9,"HR Analytics",HR,1450,0.21,0,2024-02-23,2025-02-12,0.02,0.73,0,0.55,"May Leave"
74583,"John Boyd",32,Male,USA,California,Diploma,Student,Marketing,0,"Branding & Consumer Behavior",Marketing,1650,0.55,44,2021-08-17,2025-04-01,0.82,0.69,2,0.44,"May Leave"
74646,"Michael Cross",19,Male,UK,Scotland,unknown,unknown,,6.6,"Deep Learning Essentials","AI & Data Science",2400,0.86,87,2024-05-03,2025-04-17,0.38,0.58,4,0.22,"Not Likely"
74658,"Deanna Schroeder PhD",32,Other,USA,California,Diploma,Unemployed,IT,9.7,"Organizational Behavior",HR,1300,0.96,54,2023-01-24,0000-00-00,0.22,0.87,4,0.19,"Not Likely"
74672,"Chandresh Lad",32,Other,India,"West Bengal",Postgraduate,Freelancer,IT,0,"Machine Learning Pro","AI & Data Science",2300,0.25,14,2022-10-12,2025-03-07,0.5,0.63,5,0.67,"May Leave"
74797,"Reyansh Varty",20,Female,India,"Tamil Nadu",Diploma,Freelancer,Marketing,7.8,"Lean Six Sigma",Operations,1500,0.73,0,2021-06-19,2025-03-17,0.77,0.98,1,0.26,"Not Likely"
74915,"Ms Janet Clayton",32,Female,UK,Wales,Graduate,unknown,Education,0,"Branding & Consumer Behavior",Marketing,1650,0.29,0,2025-04-03,2025-03-29,0.65,0.71,4,0.52,"May Leave"
74945,"Hans-Rudolf Fröhlich",32,Male,Germany,Hesse,Postgraduate,unknown,Others,0,"Business Communication",Business,1350,0.18,0,2021-05-11,2025-01-19,0.01,0.84,0,0.53,"May Leave"
74972,"Bhavani Chaudhary",45,Female,India,Karnataka,unknown,Student,,2.9,"Organizational Behavior",HR,1300,0.28,0,2024-02-10,0000-00-00,0.8,0.65,1,0.54,"May Leave"
75072,"Jonathan Deep",32,Male,India,"West Bengal",Postgraduate,Unemployed,Education,0,"Business Communication",Business,1350,0.13,0,2020-04-19,2025-03-11,0.81,0.92,3,0.52,"May Leave"
75093,"Kristin Glass",32,unknown,Canada,Quebec,Graduate,unknown,Finance,7.5,"Strategic Thinking",Business,1450,0.58,0,2020-09-21,2025-04-23,0.07,0.42,1,0.49,"May Leave"
75160,"Brittney Kennedy",32,Female,Australia,Queensland,Diploma,Freelancer,Finance,0,"LLMs and Generative AI","AI & Data Science",2700,0.07,0,2021-01-21,2025-04-13,0.83,0.72,3,0.61,"May Leave"
75163,"Dr Pamela Dixon",32,unknown,UK,Scotland,unknown,Unemployed,Finance,0,"Organizational Behavior",HR,1250,0.13,0,2021-03-18,2025-04-05,0.71,0.83,2,0.55,"May Leave"
75300,"Veda Bumb",33,Male,India,Delhi,Diploma,Employed,,5.2,"Organizational Behavior",HR,1150,2.21,65,2020-04-28,2025-05-03,0.02,0.72,2,0.39,"Not Likely"
75366,"Yatin Tandon",32,Male,India,"Tamil Nadu",Undergraduate,Unemployed,Finance,0,"SEO & Content Strategy",Marketing,1650,0.3,0,2020-11-28,2025-01-27,0.6,0.62,1,0.54,"May Leave"
75373,"Ludwina Koch B.Sc.",22,Other,Germany,Bavaria,Undergraduate,Student,Education,0,"LLMs and Generative AI","AI & Data Science",2750,0.75,67,2020-09-28,0000-00-00,0.97,0.97,5,0.21,"Not Likely"
75397,"Shannon Foster-Smith",32,unknown,UK,England,Graduate,Freelancer,Marketing,0,"Leadership Development",HR,1450,0.74,15,2022-05-31,2025-04-30,0.2,0.54,2,0.5,"May Leave"
75505,"Yochana Garg",32,Male,India,"West Bengal",Diploma,Employed,Finance,0,"Strategic Thinking",Business,1300,0.33,92,2022-09-15,2025-01-17,0.01,0.71,2,0.38,"Not Likely"
75566,"Terry Estes",42,unknown,Canada,Ontario,Diploma,unknown,Others,0,"Prompt Engineering for LLMs","AI & Data Science",2750,0.15,0,2022-05-10,2025-01-02,0.84,0.73,2,0.57,"May Leave"
75579,"Ojasvi Joshi",29,unknown,India,"West Bengal",unknown,Student,Marketing,0,"Marketing Analytics",Marketing,1800,0.52,0,2020-03-14,2025-01-25,0.94,0.61,0,0.46,"May Leave"
75590,"Todd Ortega",37,Female,Canada,"British Columbia",Postgraduate,Employed,,7.6,"Machine Learning Pro","AI & Data Science",2350,0.33,37,2020-03-29,0000-00-00,0.16,0.75,1,0.53,"May Leave"
75813,"Patrick Parker-Rahman",27,Male,UK,Scotland,Diploma,Freelancer,Finance,0,"Business Analytics with Excel",Business,1500,0.14,0,2024-07-14,2025-02-03,0.94,0.87,2,0.53,"May Leave"
75850,"Eckehard Holt",32,Other,Germany,Bavaria,Undergraduate,unknown,Finance,8.8,"Prompt Engineering for LLMs","AI & Data Science",2750,0.43,0,2021-04-27,2025-01-03,0.8,0.96,3,0.39,"Not Likely"
75888,"Julie Davis",28,unknown,Canada,Alberta,Postgraduate,Freelancer,,0,"Branding & Consumer Behavior",Marketing,1650,0.44,0,2020-05-21,2025-04-10,0.07,0.99,1,0.38,"Not Likely"
75943,"Neha Sura",36,Other,India,Delhi,Undergraduate,Freelancer,Education,0,"Prompt Engineering for LLMs","AI & Data Science",2800,2.21,0,2021-06-10,2025-01-06,0.89,0.46,4,0.51,"May Leave"
75961,"Monica Wilson",30,Male,USA,"New York",Diploma,Employed,Others,1.5,"LLMs and Generative AI","AI & Data Science",2700,0.93,0,2024-11-04,2025-01-03,0.04,0.93,0,0.2,"Not Likely"
76017,"Max Gutknecht",32,unknown,Germany,Bavaria,Postgraduate,Freelancer,Education,8.5,"Business Communication",Business,1300,0.04,0,2024-04-22,2025-03-22,0.68,0.49,3,0.69,"May Leave"
76030,"Herr Thorsten Matthäi B.Eng.",32,Other,Germany,Bavaria,unknown,Student,Others,0,"Prompt Engineering for LLMs","AI & Data Science",2750,0.6,0,2023-12-04,2025-03-25,0.9,0.85,0,0.35,"Not Likely"
76031,"Angelica Mühle-Stahr",23,Other,Germany,Berlin,Postgraduate,Unemployed,Education,0,"Digital Marketing Bootcamp",Marketing,1800,0.37,2,2020-09-02,2025-03-08,0.75,0.44,1,0.71,"Likely to Leave"
76033,"Utkarsh Vohra",32,Other,India,Maharashtra,unknown,Employed,IT,6.1,"Social Media Marketing",Marketing,1700,0.39,0,2024-11-03,2025-04-12,0.63,0.61,0,0.51,"May Leave"
76043,"Dustin Edwards",22,Female,USA,Texas,Undergraduate,Student,IT,6.9,"Operations Strategy",Operations,1400,0.82,0,2021-07-15,2025-01-10,0.15,0.95,4,0.24,"Not Likely"
76141,"Matthew Montoya",32,unknown,USA,California,Postgraduate,Freelancer,Finance,4.3,"Negotiation & Influence",Business,1550,0.16,66,2022-05-04,2025-01-27,0.36,0.67,1,0.54,"May Leave"
76185,"Stephen Smith",32,Female,Singapore,Singapore,Undergraduate,Unemployed,Finance,0,"Computer Vision Crash Course","AI & Data Science",2250,0.83,89,2023-09-10,2025-03-15,0.14,0.78,1,0.17,"Not Likely"
76215,"Melanie Conner",25,Male,Canada,Quebec,Undergraduate,Student,Education,0,"Leadership Development",HR,1450,0.63,0,2020-10-30,2025-04-29,0.97,0.43,0,0.47,"May Leave"
76222,"Patrick Thakkar",44,Female,India,Maharashtra,Graduate,Freelancer,Education,0,"Logistics & Supply Chain",Operations,1600,0.17,0,2020-12-26,0000-00-00,0.7,0.81,0,0.54,"May Leave"
76234,"Austin Anderson",28,Male,USA,California,Graduate,unknown,Others,0,"Marketing Analytics",Marketing,1800,2.21,95,2023-03-02,2025-04-29,0.49,0.93,0,0.44,"May Leave"
76325,"Ikshita Gour",33,Male,India,Karnataka,unknown,Student,Education,0,"Operations Strategy",Operations,1500,0.47,0,2022-05-12,2025-04-03,0.3,0.57,5,0.49,"May Leave"
76509,"Nitesh Krishnan",33,Female,India,"Tamil Nadu",Diploma,unknown,Others,0,"Marketing Analytics",Marketing,1650,0.62,0,2020-03-24,2025-01-15,0.92,0.54,0,0.44,"May Leave"
76563,"Emma Dean",25,Other,UK,England,Diploma,Freelancer,Marketing,0,"Lean Six Sigma",Operations,1650,0.62,43,2024-12-22,2025-03-21,0.54,0.63,3,0.43,"May Leave"
76583,"Tammy Hunt",40,Male,USA,Texas,unknown,unknown,,7.9,"Data Engineering with Python","AI & Data Science",2650,0.56,0,2021-01-03,2025-03-30,1,0.98,0,0.33,"Not Likely"
76602,"Charan Vohra",32,Male,India,Karnataka,Graduate,Freelancer,,7.4,"Personal Finance Mastery",Finance,1850,0.18,0,2020-07-14,2025-03-03,0.48,0.78,1,0.54,"May Leave"
76684,"Sarah Martinez",32,unknown,Singapore,Singapore,Postgraduate,Unemployed,Marketing,0,"NLP in Action","AI & Data Science",2400,0.27,64,2024-09-01,2025-03-16,0.79,0.69,1,0.49,"May Leave"
76709,,19,unknown,India,Delhi,Postgraduate,Unemployed,IT,0,"Talent Acquisition & Hiring",HR,1250,0.08,14,2025-04-20,2025-03-25,0.34,0.68,1,0.72,"Likely to Leave"
76777,"Luke Bora",32,unknown,India,Delhi,Postgraduate,Unemployed,IT,0,"Leadership Development",HR,1450,0.91,0,2024-08-01,2025-04-29,0.55,0.74,3,0.26,"Not Likely"
76890,"Advaith Aurora",23,Male,India,Karnataka,Undergraduate,Employed,Education,0,"Performance Management",HR,1350,0.04,0,2021-06-22,2025-02-08,0.52,0.88,1,0.57,"May Leave"
77000,"Erin Kennedy",19,Male,USA,Florida,unknown,unknown,IT,0,"Equity Research Essentials",Finance,2000,0.34,41,2021-05-11,0000-00-00,0.17,0.42,3,0.61,"May Leave"
77035,"Abha Rattan",29,Male,India,Delhi,Diploma,Employed,Others,0,"Business Analytics with Excel",Business,1500,0.55,0,2025-03-30,2025-01-09,0.48,0.6,3,0.45,"May Leave"
77060,"Taylor Smith",22,Female,USA,Texas,Postgraduate,Unemployed,Education,5.8,"Deep Learning Essentials","AI & Data Science",2400,0.67,0,2020-05-03,0000-00-00,0.48,0.7,5,0.37,"Not Likely"
77069,"Onkar Basak",32,Male,India,Karnataka,Graduate,Unemployed,Finance,8.2,"Performance Management",HR,1200,0.56,100,2023-12-05,2025-03-04,0.32,0.82,4,0.23,"Not Likely"
77126,"Omisha Wadhwa",32,unknown,India,Karnataka,Graduate,unknown,,0,"Prompt Engineering for LLMs","AI & Data Science",2650,0.71,0,2023-11-07,2025-02-17,0.93,0.68,3,0.36,"Not Likely"
77151,"Sanaya Puri",32,Other,India,"Tamil Nadu",Postgraduate,Employed,Others,0,"NLP in Action","AI & Data Science",2350,0.76,0,2023-06-13,0000-00-00,0.2,0.91,4,0.27,"Not Likely"
77260,"Sean Young",32,Male,USA,Florida,unknown,Freelancer,Education,0.6,"Investment Banking 101",Finance,2150,0.42,96,2024-03-18,2025-01-28,0.93,0.61,2,0.36,"Not Likely"
77275,"Kayla Owens",32,Female,Australia,Queensland,Postgraduate,Freelancer,Education,0,"Quantitative Finance with Python",Finance,2200,0.07,0,2021-10-29,2025-02-11,0.58,0.45,5,0.69,"May Leave"
77305,"Advaith Pai",26,unknown,India,"West Bengal",Graduate,Student,Marketing,0,"Financial Modeling",Finance,1900,2.21,0,2022-08-10,2025-04-26,0.04,0.54,4,0.49,"May Leave"
77400,"Logan Taneja",32,unknown,India,"Tamil Nadu",Graduate,Student,IT,2.2,"Talent Acquisition & Hiring",HR,1350,0.53,0,2021-10-28,2025-03-30,0.93,0.46,5,0.5,"May Leave"
77419,"Ekavir Mistry",27,unknown,India,"West Bengal",unknown,Freelancer,Others,0,"Machine Learning Pro","AI & Data Science",2300,0.61,0,2022-12-01,2025-04-27,0.79,0.44,2,0.47,"May Leave"
77563,"Mark Gillespie",32,unknown,Singapore,Singapore,Graduate,Freelancer,,0,"MLOps Mastery","AI & Data Science",2600,0.58,47,2023-09-09,2025-02-11,0.21,0.43,5,0.5,"May Leave"
77639,"Wazir Iyer",32,Male,India,Karnataka,Postgraduate,Freelancer,Education,0,"Investment Banking 101",Finance,2000,0.12,81,2021-04-14,2025-01-13,0.14,0.89,2,0.44,"May Leave"
77661,"Maurice Ford",32,Other,UK,Wales,unknown,Unemployed,,0,"Investment Banking 101",Finance,2100,0.86,85,2022-10-02,2025-01-17,0.97,0.96,0,0.11,"Not Likely"
77707,"Danielle Mcfarland",32,Female,USA,"New York",unknown,Student,Marketing,0,"Lean Six Sigma",Operations,1600,2.21,0,2023-01-17,2025-01-25,0.7,0.75,5,0.43,"May Leave"
77818,"Dr Roy Reid",32,Other,UK,Wales,unknown,Employed,Education,0,"Equity Research Essentials",Finance,2000,0.24,0,2023-12-07,2025-03-12,0.62,0.43,2,0.62,"May Leave"
77852,"Amara Ghose",32,Other,India,Maharashtra,Graduate,Student,Education,7.7,"Equity Research Essentials",Finance,1950,0.66,0,2022-04-10,2025-02-16,0.3,0.8,0,0.35,"Not Likely"
77861,"Dr. Karen Nohlmans",31,Male,Germany,Bavaria,unknown,Student,Education,3.8,"Business Analytics with Excel",Business,1400,0.22,0,2021-03-26,2025-02-26,0.08,0.51,0,0.61,"May Leave"
77881,"Sarthak Narain",25,Other,India,Karnataka,Postgraduate,Employed,,9.5,"Quantitative Finance with Python",Finance,2200,0.75,0,2024-02-01,2025-04-13,0.82,0.84,0,0.3,"Not Likely"
77894,"Widisha Gopal",32,Male,India,Maharashtra,unknown,Student,Marketing,0,"Strategic Thinking",Business,1450,0.67,0,2024-05-11,2025-01-10,0.02,0.86,5,0.32,"Not Likely"
77987,"Christina Brock",32,Male,Canada,Alberta,Postgraduate,Unemployed,Marketing,4.2,"SEO & Content Strategy",Marketing,1600,0.4,0,2024-12-06,2025-01-19,0.49,0.46,4,0.55,"May Leave"
78136,"Sathvik Ramakrishnan",35,unknown,India,Maharashtra,Postgraduate,Freelancer,Others,7.2,"AI for Business","AI & Data Science",2200,0.41,0,2022-08-26,2025-05-02,0.78,0.81,3,0.44,"May Leave"
78252,"Chatresh Muni",41,Other,India,"Tamil Nadu",Graduate,Unemployed,IT,7,"Equity Research Essentials",Finance,2000,0.51,61,2024-08-28,2025-01-29,0.66,0.9,1,0.34,"Not Likely"
78262,"Deborah Ibarra",22,Other,USA,"New York",Postgraduate,unknown,Education,0,"Lean Six Sigma",Operations,1500,0.7,0,2021-09-20,2025-04-11,0.45,0.78,3,0.34,"Not Likely"
78282,"William Steele",41,unknown,Canada,Quebec,Undergraduate,unknown,Finance,0,"Quantitative Finance with Python",Finance,2100,0.81,0,2024-02-27,2025-01-18,0.08,0.57,0,0.35,"Not Likely"
78373,"Haley Moore",32,Male,Singapore,Singapore,unknown,unknown,Education,0,"Growth Hacking",Marketing,1650,0.04,41,2022-05-31,2025-04-15,0.91,0.9,5,0.59,"May Leave"
78397,"Lakshmi Gill",32,Other,India,"Tamil Nadu",Diploma,Employed,IT,0,"Business Communication",Business,1350,0.5,0,2021-02-20,2025-01-01,0.15,0.94,4,0.37,"Not Likely"
78399,"Jagrati Goswami",22,unknown,India,Delhi,Graduate,Freelancer,Others,2.3,"Prompt Engineering for LLMs","AI & Data Science",2650,0.48,0,2021-10-31,0000-00-00,0.17,0.73,5,0.44,"May Leave"
78407,"Orinder Ramachandran",32,Female,India,"Tamil Nadu",Undergraduate,Employed,IT,1.4,"Prompt Engineering for LLMs","AI & Data Science",2800,0.78,4,2021-09-08,2025-01-11,0.24,0.86,4,0.42,"May Leave"
78434,"Oeshi Bhalla",32,unknown,India,"Tamil Nadu",Postgraduate,Employed,Finance,5.5,"Social Media Marketing",Marketing,1700,0.53,0,2024-07-28,2025-03-24,0.41,0.4,5,0.52,"May Leave"
78596,"Glenn Dixon",32,Other,Australia,"New South Wales",Diploma,Unemployed,IT,0,"Social Media Marketing",Marketing,1700,0.78,48,2021-08-02,2025-04-27,0.61,0.74,0,0.32,"Not Likely"
78739,"Nilima Dalal",32,unknown,India,Karnataka,Diploma,Student,,0,"Machine Learning Pro","AI & Data Science",2200,0.01,38,2024-10-16,2025-04-30,0.41,0.54,1,0.72,"Likely to Leave"
78740,"Miss Alexandra Smith",32,Other,UK,England,Undergraduate,Unemployed,Marketing,0,"Organizational Behavior",HR,1150,0.76,0,2023-08-22,2025-04-18,0.08,0.69,5,0.34,"Not Likely"
78783,"Joshua Turner",20,Female,USA,Illinois,unknown,unknown,Others,0.8,"Project Management Pro",Operations,1750,0.39,91,2020-02-10,2025-04-30,0.28,0.42,0,0.44,"May Leave"
78911,"Osha Bora",32,Female,India,Maharashtra,Undergraduate,Employed,IT,4,"Strategic Thinking",Business,1300,0.9,93,2025-04-24,2025-01-24,0.85,0.69,4,0.15,"Not Likely"
78938,"Dominic Char",32,unknown,India,Maharashtra,unknown,unknown,IT,0,"AI Product Management","AI & Data Science",2500,0.82,0,2024-03-08,2025-03-26,0.07,0.89,4,0.26,"Not Likely"
79024,"Kenneth Miller",32,Male,UK,England,Graduate,Freelancer,Education,0,"Business Analytics with Excel",Business,1550,0.74,15,2020-06-17,2025-03-03,0.75,0.92,0,0.38,"Not Likely"
79222,"Rachana Buch",22,unknown,India,"West Bengal",Diploma,Freelancer,IT,0,"Personal Finance Mastery",Finance,1700,0.09,83,2023-01-06,2025-02-18,0.9,0.46,1,0.58,"May Leave"
79243,"Ladli Anne",40,Other,India,Maharashtra,unknown,unknown,Finance,0,"Marketing Analytics",Marketing,1750,0.48,70,2020-07-25,2025-03-17,0.36,0.71,0,0.39,"Not Likely"
79265,"Gunbir Venkatesh",35,Male,India,Delhi,Graduate,unknown,Finance,8.2,"Leadership Development",HR,1450,0.64,0,2020-12-07,2025-04-07,0.96,0.51,0,0.44,"May Leave"
79270,,32,Male,Singapore,Singapore,Undergraduate,Employed,,0,"Talent Acquisition & Hiring",HR,1400,0.29,0,2024-09-15,2025-02-18,0.95,0.93,5,0.45,"May Leave"
79314,"Ansh Biswas",32,Male,India,Maharashtra,Undergraduate,Freelancer,Finance,0.5,"Investment Banking 101",Finance,2100,0.34,51,2023-11-11,2025-01-08,0.07,0.48,3,0.57,"May Leave"
79342,"James Raymond",32,Other,Canada,Quebec,Postgraduate,Student,Education,0,"Strategic Thinking",Business,1400,0.62,0,2022-09-16,2025-01-30,0.2,0.44,1,0.47,"May Leave"
79401,"Vrinda Sarraf",32,unknown,India,"Tamil Nadu",Undergraduate,Employed,Finance,0,"HR Analytics",HR,1300,0.1,0,2023-10-05,2025-03-29,0.69,0.72,2,0.59,"May Leave"
79402,"Rishi Saha",32,unknown,India,"Tamil Nadu",Diploma,Freelancer,Marketing,0,"HR Analytics",HR,1300,0.68,11,2023-04-29,2025-04-29,0.51,0.97,2,0.4,"Not Likely"
79465,"Dr. Marlene Bolnbach",32,unknown,Germany,Bavaria,Undergraduate,unknown,,0,"Financial Modeling",Finance,2050,0.87,0,2023-03-20,0000-00-00,0.41,0.49,5,0.35,"Not Likely"
79484,"Mike Häring-Gröttner",25,Male,Germany,Bavaria,Undergraduate,Unemployed,IT,0,"AI Product Management","AI & Data Science",2650,0.87,0,2021-12-16,2025-02-18,0.38,0.93,5,0.22,"Not Likely"
79559,"Daniel Odom",32,unknown,Canada,Alberta,unknown,Unemployed,Education,0,"Digital Marketing Bootcamp",Marketing,1700,2.21,0,2022-08-14,0000-00-00,0.24,0.61,3,0.47,"May Leave"
79575,"Catherine Thomas",21,Other,USA,Texas,Postgraduate,Freelancer,Marketing,0,"Investment Banking 101",Finance,2100,0.82,0,2023-09-22,2025-03-18,0.26,0.42,2,0.4,"Not Likely"
79606,"Georgia Pearson-Gill",32,Other,UK,Scotland,unknown,Unemployed,Education,2.8,"Entrepreneurship Essentials",Business,1500,0.1,2,2021-02-10,2025-04-30,0.9,0.81,0,0.71,"Likely to Leave"
79721,"Sara Lopez",21,unknown,USA,Illinois,Undergraduate,Unemployed,,0,"AI for Business","AI & Data Science",2200,0.55,0,2022-10-06,2025-01-07,0.94,0.88,2,0.37,"Not Likely"
79775,"Dr Eileen Long",19,unknown,UK,Scotland,Undergraduate,unknown,Marketing,0,"AI for Business","AI & Data Science",2100,0.48,0,2023-07-10,2025-02-08,0.44,0.52,1,0.5,"May Leave"
79800,"Ayush Loke",24,Female,India,Maharashtra,unknown,Employed,Marketing,2.6,"Equity Research Essentials",Finance,1950,0.42,27,2024-06-27,2025-03-31,0.04,0.93,5,0.47,"May Leave"
79892,"Waida Bose",32,unknown,India,Maharashtra,unknown,Student,IT,4.3,"Digital Marketing Bootcamp",Marketing,1700,0.58,0,2023-04-29,2025-03-08,0.31,0.89,1,0.35,"Not Likely"
79895,"Tristan Chaudhuri",32,unknown,India,"Tamil Nadu",Undergraduate,Employed,Education,0.7,"LLMs and Generative AI","AI & Data Science",2600,0.52,0,2025-01-13,2025-01-17,0.33,0.81,0,0.4,"Not Likely"
80000,"Yamini Manda",32,Other,India,"West Bengal",Diploma,unknown,Education,0,"Logistics & Supply Chain",Operations,1450,0.66,84,2024-11-28,2025-03-13,0.09,0.92,1,0.21,"Not Likely"
80069,"Nicolas Hardin",32,unknown,USA,Texas,Undergraduate,Employed,Education,3.6,"Entrepreneurship Essentials",Business,1650,0.76,54,2024-02-01,2025-04-01,0.73,0.73,4,0.31,"Not Likely"
80347,"Karan Chatterjee",32,Male,India,"Tamil Nadu",Graduate,unknown,Finance,0,"NLP in Action","AI & Data Science",2400,0.6,0,2024-04-23,2025-04-08,0.47,0.76,0,0.38,"Not Likely"
80363,"Mary Gonzales",32,unknown,Australia,"New South Wales",unknown,Unemployed,Marketing,3.1,"SEO & Content Strategy",Marketing,1500,0.48,0,2021-06-04,0000-00-00,0.14,0.82,3,0.41,"May Leave"
80396,"William Maldonado",21,Male,USA,California,Diploma,unknown,Marketing,4,"Deep Learning Essentials","AI & Data Science",2300,0.87,0,2023-04-18,2025-04-28,0.31,0.65,0,0.31,"Not Likely"
80479,"Dr Simon King",32,Female,UK,England,Undergraduate,Unemployed,Finance,0,"Data Engineering with Python","AI & Data Science",2650,0.41,0,2021-01-09,2025-04-23,0.57,0.48,3,0.54,"May Leave"
80486,"Jerry Lynch",32,Other,USA,Texas,Undergraduate,unknown,Finance,0,"Performance Management",HR,1300,0.55,0,2021-09-15,0000-00-00,0.88,0.58,3,0.46,"May Leave"
80515,"James Flores",32,Female,USA,Illinois,unknown,Student,Others,5.7,"HR Analytics",HR,1300,0.14,0,2021-09-26,2025-04-22,0.81,0.68,2,0.59,"May Leave"
80539,"Rachana Ranganathan",38,unknown,India,"Tamil Nadu",Graduate,Employed,,7.7,"Growth Hacking",Marketing,1550,0.96,0,2023-02-09,2025-01-12,0.26,0.72,3,0.25,"Not Likely"
80574,"Waida Mall",35,unknown,India,"Tamil Nadu",Graduate,Student,Marketing,1.2,"Marketing Analytics",Marketing,1650,0.36,39,2021-09-24,2025-01-08,0.31,0.47,3,0.6,"May Leave"
80714,"Adam Jimenez",32,Other,Australia,Queensland,Graduate,Student,,5.1,"Negotiation & Influence",Business,1550,0.06,96,2022-04-16,2025-03-21,0.28,0.58,4,0.51,"May Leave"
80823,"Tiffany Johnson",25,Other,USA,California,Diploma,Freelancer,Finance,0,"Data Engineering with Python","AI & Data Science",2600,0.06,0,2022-10-07,2025-03-07,0.53,0.72,1,0.61,"May Leave"
80827,"Bahadurjit Nath",29,Other,India,"Tamil Nadu",Graduate,unknown,Finance,0,"Data Engineering with Python","AI & Data Science",2600,0.76,0,2020-06-03,2025-03-11,0.99,0.95,4,0.26,"Not Likely"
80850,"Alexandra Manning",32,Male,Singapore,Singapore,Postgraduate,Student,Others,0,"Performance Management",HR,1300,0.31,81,2020-07-10,2025-04-08,0.51,0.4,5,0.51,"May Leave"
80863,"Anya Bains",30,Other,India,"Tamil Nadu",Graduate,Student,Others,0,"Data Science Bootcamp","AI & Data Science",2500,0.32,0,2023-08-29,0000-00-00,0.36,0.62,4,0.54,"May Leave"
80942,"William Bailey",43,Male,Australia,"New South Wales",Diploma,Employed,Finance,0,"Business Communication",Business,1200,0.82,32,2024-01-09,2025-03-15,0.29,0.6,3,0.4,"Not Likely"
81028,"Advik Kale",32,Male,India,Karnataka,Diploma,Student,Others,6.1,"Equity Research Essentials",Finance,1850,0.98,0,2025-04-21,2025-01-28,0.01,0.61,1,0.27,"Not Likely"
81038,"Bradley Lopez",34,Other,USA,California,Diploma,Employed,Marketing,0,"NLP in Action","AI & Data Science",2250,0.31,33,2020-08-03,2025-02-22,0.35,0.89,1,0.51,"May Leave"
81066,"Michael Anderson PhD",18,Male,Australia,Victoria,Postgraduate,unknown,Education,9.6,"Entrepreneurship Essentials",Business,1650,0.93,0,2022-03-18,2025-03-04,0.78,0.45,2,0.34,"Not Likely"
81145,"Paula Webb",32,Female,USA,Illinois,Diploma,Unemployed,IT,5.8,"SEO & Content Strategy",Marketing,1500,0.21,57,2024-06-21,2025-03-19,0.52,0.42,4,0.62,"May Leave"
81208,"Vidhi Shroff",32,unknown,India,Karnataka,unknown,Student,,1.4,"Financial Modeling",Finance,1900,0.53,0,2024-01-05,2025-01-24,0.8,0.4,4,0.52,"May Leave"
81209,"Ishani Ramachandran",26,Male,India,Karnataka,Diploma,Student,Marketing,0,"Deep Learning Essentials","AI & Data Science",2300,2.21,0,2023-11-04,2025-01-13,0.11,0.59,4,0.47,"May Leave"
